
	0.002000	0.015744
	0.003000	0.006984
	0.004000	0.003091
	0.005000	0.230193
	0.006000	0.607831
	0.007000	1.008829
	0.008000	1.345264
	0.009000	1.563607
	0.010000	1.665154
	0.011000	1.668723
	0.012000	1.517538
	0.013000	1.262534
	0.014000	0.942969
	0.015000	0.556571
	0.016000	0.220460
	0.017000	0.079981
	0.018000	0.030019
	0.019000	0.011851
	0.020000	0.005362
	0.021000	0.014122
	0.022000	0.361912
	0.023000	0.753501
	0.024000	1.133735
	0.025000	1.441296
	0.026000	1.612596
	0.027000	1.681700
	0.028000	1.646013
	0.029000	1.445189
	0.030000	1.165205
	0.031000	0.826174
	0.032000	0.434585
	0.033000	0.160116
	0.034000	0.058244
	0.035000	0.021584
	0.036000	0.008606
	0.037000	0.004389
	0.038000	0.127348
	0.039000	0.495254
	0.040000	0.898522
	0.041000	1.256046
	0.042000	1.519160
	0.043000	1.651853
	0.044000	1.687864
	0.045000	1.596050
	0.046000	1.364082
	0.047000	1.059765
	0.048000	0.698023
	0.049000	0.319087
	0.050000	0.115669
	0.051000	0.042023
	0.052000	0.016393
	0.053000	0.006335
	0.054000	0.003415
	0.055000	0.258743
	0.056000	0.635732
	0.057000	1.033161
	0.058000	1.367326
	0.059000	1.581126
	0.060000	1.678456
	0.061000	1.680403
	0.062000	1.526622
	0.063000	1.272267
	0.064000	0.954973
	0.065000	0.572144
	0.066000	0.231815
	0.067000	0.083874
	0.068000	0.030668
	0.069000	0.012499
	0.070000	0.005686
	0.071000	0.045916
	0.072000	0.404737
	0.073000	0.795028
	0.074000	1.173965
	0.075000	1.478606
	0.076000	1.648284
	0.077000	1.714792
	0.078000	1.677807
	0.079000	1.476984
	0.080000	1.200568
	0.081000	0.867701
	0.082000	0.482925
	0.083000	0.183475
	0.084000	0.066031
	0.085000	0.024828
	0.086000	0.010228
	0.087000	0.004713
	0.088000	0.209105
	0.089000	0.574739
	0.090000	0.971195
	0.091000	1.316714
	0.092000	1.567176
	0.093000	1.686242
	0.094000	1.711548
	0.095000	1.607730
	0.096000	1.368948
	0.097000	1.065929
	0.098000	0.710352
	0.099000	0.337580
	0.100000	0.121833
	0.101000	0.044943
	0.102000	0.017366
	0.103000	0.006984
	0.104000	0.003415
	0.105000	0.270098
	0.106000	0.635732
	0.107000	1.030890
	0.108000	1.390685
	0.109000	1.651528
	0.110000	1.784545
	0.111000	1.814717
	0.112000	1.684296
	0.113000	1.447460
	0.114000	1.143792
	0.115000	0.776536
	0.116000	0.402791
	0.117000	0.148436
	0.118000	0.054027
	0.119000	0.020610
	0.120000	0.010553
	0.121000	0.343095
	0.122000	0.735982
	0.123000	1.146388
	0.124000	1.541546
	0.125000	1.859164
	0.126000	2.038251
	0.127000	2.112221
	0.128000	2.082698
	0.129000	1.890634
	0.130000	1.624925
	0.131000	1.301791
	0.132000	0.923828
	0.133000	0.537754
	0.134000	0.265880
	0.135000	0.144543
	0.136000	0.155574
	0.137000	0.350557
	0.138000	0.644817
	0.139000	0.981901
	0.140000	1.346887
	0.141000	1.663856
	0.142000	1.895501
	0.143000	1.998995
	0.144000	2.023327
	0.145000	1.934108
	0.146000	1.698571
	0.147000	1.385494
	0.148000	1.013371
	0.149000	0.622755
	0.150000	0.270747
	0.151000	0.100420
	0.152000	0.037156
	0.153000	0.015744
	0.154000	0.302217
	0.155000	0.638652
	0.156000	0.994554
	0.157000	1.360513
	0.158000	1.656070
	0.159000	1.829966
	0.160000	1.886741
	0.161000	1.854947
	0.162000	1.675536
	0.163000	1.402689
	0.164000	1.075986
	0.165000	0.693157
	0.166000	0.321358
	0.167000	0.117291
	0.168000	0.042672
	0.169000	0.016717
	0.170000	0.007309
	0.171000	0.144219
	0.172000	0.488116
	0.173000	0.844991
	0.174000	1.173316
	0.175000	1.408853
	0.176000	1.490285
	0.177000	1.452327
	0.178000	1.303088
	0.179000	0.993256
	0.180000	0.612698
	0.181000	0.245441
	0.182000	0.088741
	0.183000	0.032290
	0.184000	0.013148
	0.185000	0.005686
	0.186000	0.002766
	0.187000	0.001793
	0.188000	0.001469
	0.189000	0.001144
	0.190000	0.001793
	0.191000	0.248037
	0.192000	0.448211
	0.193000	0.516666
	0.194000	0.488116
	0.195000	0.344717
	0.196000	0.134486
	0.197000	0.047862
	0.198000	0.017366
	0.199000	0.006660
	0.200000	0.002442
	0.201000	0.001469
	0.202000	0.000820
	0.203000	0.000820
	0.204000	0.000495
	0.205000	0.000820
	0.206000	0.000171
	0.207000	0.092634
	0.208000	0.368076
	0.209000	0.530941
	0.210000	0.579606
	0.211000	0.536781
	0.212000	0.350882
	0.213000	0.135135
	0.214000	0.047862
	0.215000	0.017366
	0.216000	0.006984
	0.217000	0.003091
	0.218000	0.002118
	0.219000	0.001144
	0.220000	0.001144
	0.221000	0.000820
	0.222000	0.000820
	0.223000	0.000495
	0.224000	0.022557
	0.225000	0.248361
	0.226000	0.350233
	0.227000	0.358668
	0.228000	0.273991
	0.229000	0.106585
	0.230000	0.037481
